rank,question
380,In which other movies did Antonio Banderas star besides 'The Expendables 3'?
381,What is the genre of the movie 'What We Do in the Shadows'?
381,"Can you recommend a movie similar to 'What We Do in the Shadows' in the Comedy,Fantasy,Horror genre?"
381,What other movies did Jemaine Clement direct besides 'What We Do in the Shadows'?
382,What is the genre of the movie 'Southpaw'?
382,"Can you recommend a movie similar to 'Southpaw' in the Drama,Sport genre?"
382,What other movies did Antoine Fuqua direct besides 'Southpaw'?
383,What is the genre of the movie 'Hush'?
383,"Can you recommend a movie similar to 'Hush' in the Horror,Thriller genre?"
383,What other movies did Mike Flanagan direct besides 'Hush'?
384,What is the genre of the movie 'Bridge of Spies'?
384,"Can you recommend a movie similar to 'Bridge of Spies' in the Drama,History,Thriller genre?"
384,What other movies did Steven Spielberg direct besides 'Bridge of Spies'?
385,What is the genre of the movie 'The Lego Movie'?
385,"Can you recommend a movie similar to 'The Lego Movie' in the Animation,Action,Adventure genre?"
385,What other movies did Phil Lord direct besides 'The Lego Movie'?
386,What is the genre of the movie 'Everest'?
386,"Can you recommend a movie similar to 'Everest' in the Action,Adventure,Drama genre?"
386,What other movies did Baltasar Kormákur direct besides 'Everest'?
387,What is the genre of the movie 'Pixels'?
387,"Can you recommend a movie similar to 'Pixels' in the Action,Comedy,Family genre?"
387,In which other movies did Adam Sandler star besides 'Pixels'?
388,What is the genre of the movie 'Robin Hood'?
388,"Can you recommend a movie similar to 'Robin Hood' in the Action,Adventure,Drama genre?"
388,In which other movies did Cate Blanchett star besides 'Robin Hood'?
389,What is the genre of the movie 'The Wolverine'?
389,"Can you recommend a movie similar to 'The Wolverine' in the Action,Adventure,Sci-Fi genre?"
389,What other movies did James Mangold direct besides 'The Wolverine'?
390,What is the genre of the movie 'John Carter'?
390,"Can you recommend a movie similar to 'John Carter' in the Action,Adventure,Sci-Fi genre?"
390,In which other movies did Taylor Kitsch star besides 'John Carter'?
391,What is the genre of the movie 'Keanu'?
391,"Can you recommend a movie similar to 'Keanu' in the Action,Comedy genre?"
391,In which other movies did Tiffany Haddish star besides 'Keanu'?
392,What is the genre of the movie 'The Gunman'?
392,"Can you recommend a movie similar to 'The Gunman' in the Action,Crime,Drama genre?"
392,In which other movies did Jasmine Trinca star besides 'The Gunman'?
393,What is the genre of the movie 'Steve Jobs'?
393,"Can you recommend a movie similar to 'Steve Jobs' in the Biography,Drama genre?"
393,What other movies did Danny Boyle direct besides 'Steve Jobs'?
394,What is the genre of the movie 'Whisky Galore'?
394,"Can you recommend a movie similar to 'Whisky Galore' in the Comedy,Romance genre?"
394,In which other movies did Tim Pigott-Smith star besides 'Whisky Galore'?
395,What is the genre of the movie 'Grown Ups 2'?
395,Can you recommend a movie similar to 'Grown Ups 2' in the Comedy genre?
395,What other movies did Dennis Dugan direct besides 'Grown Ups 2'?
396,What is the genre of the movie 'The Age of Adaline'?
396,"Can you recommend a movie similar to 'The Age of Adaline' in the Drama,Fantasy,Romance genre?"
396,In which other movies did Michiel Huisman star besides 'The Age of Adaline'?
397,What is the genre of the movie 'The Incredible Hulk'?
397,"Can you recommend a movie similar to 'The Incredible Hulk' in the Action,Adventure,Sci-Fi genre?"
397,What other movies did Louis Leterrier direct besides 'The Incredible Hulk'?
398,What is the genre of the movie 'Couples Retreat'?
398,Can you recommend a movie similar to 'Couples Retreat' in the Comedy genre?
398,What other movies did Peter Billingsley direct besides 'Couples Retreat'?
399,What is the genre of the movie 'Absolutely Anything'?
399,"Can you recommend a movie similar to 'Absolutely Anything' in the Comedy,Sci-Fi genre?"
399,What other movies did Terry Jones direct besides 'Absolutely Anything'?
400,What is the genre of the movie 'Magic Mike'?
400,"Can you recommend a movie similar to 'Magic Mike' in the Comedy,Drama genre?"
400,What other movies did Steven Soderbergh direct besides 'Magic Mike'?
401,What is the genre of the movie 'Minions'?
401,"Can you recommend a movie similar to 'Minions' in the Animation,Action,Adventure genre?"
401,What other movies did Kyle Balda direct besides 'Minions'?
402,What is the genre of the movie 'The Black Room'?
402,Can you recommend a movie similar to 'The Black Room' in the Horror genre?
402,In which other movies did Dominique Swain star besides 'The Black Room'?
403,What is the genre of the movie 'Bronson'?
403,"Can you recommend a movie similar to 'Bronson' in the Action,Biography,Crime genre?"
403,What other movies did Nicolas Winding Refn direct besides 'Bronson'?
404,What is the genre of the movie 'Despicable Me'?
404,"Can you recommend a movie similar to 'Despicable Me' in the Animation,Adventure,Comedy genre?"
404,In which other movies did Jason Segel star besides 'Despicable Me'?
405,What is the genre of the movie 'The Best of Me'?
405,"Can you recommend a movie similar to 'The Best of Me' in the Drama,Romance genre?"
405,In which other movies did Michelle Monaghan star besides 'The Best of Me'?
406,What is the genre of the movie 'The Invitation'?
406,"Can you recommend a movie similar to 'The Invitation' in the Drama,Mystery,Thriller genre?"
406,In which other movies did Michiel Huisman star besides 'The Invitation'?
407,What is the genre of the movie 'Zero Dark Thirty'?
407,"Can you recommend a movie similar to 'Zero Dark Thirty' in the Drama,History,Thriller genre?"
407,What other movies did Kathryn Bigelow direct besides 'Zero Dark Thirty'?
408,What is the genre of the movie 'Tangled'?
408,"Can you recommend a movie similar to 'Tangled' in the Animation,Adventure,Comedy genre?"
408,In which other movies did Mandy Moore star besides 'Tangled'?
409,What is the genre of the movie 'The Hunger Games: Mockingjay - Part 2'?
409,"Can you recommend a movie similar to 'The Hunger Games: Mockingjay - Part 2' in the Action,Adventure,Sci-Fi genre?"
409,In which other movies did Jennifer Lawrence star besides 'The Hunger Games: Mockingjay - Part 2'?
410,What is the genre of the movie 'Vacation'?
410,"Can you recommend a movie similar to 'Vacation' in the Adventure,Comedy genre?"
410,In which other movies did Skyler Gisondo star besides 'Vacation'?
411,What is the genre of the movie 'Taken'?
411,"Can you recommend a movie similar to 'Taken' in the Action,Thriller genre?"
411,What other movies did Pierre Morel direct besides 'Taken'?
412,What is the genre of the movie 'Pitch Perfect 2'?
412,"Can you recommend a movie similar to 'Pitch Perfect 2' in the Comedy,Music genre?"
412,What other movies did Elizabeth Banks direct besides 'Pitch Perfect 2'?
413,What is the genre of the movie 'Monsters University'?
413,"Can you recommend a movie similar to 'Monsters University' in the Animation,Adventure,Comedy genre?"
413,In which other movies did Steve Buscemi star besides 'Monsters University'?
414,What is the genre of the movie 'Elle'?
414,"Can you recommend a movie similar to 'Elle' in the Crime,Drama,Thriller genre?"
414,In which other movies did Laurent Lafitte star besides 'Elle'?
415,What is the genre of the movie 'Mechanic: Resurrection'?
415,"Can you recommend a movie similar to 'Mechanic: Resurrection' in the Action,Adventure,Crime genre?"
415,In which other movies did Jessica Alba star besides 'Mechanic: Resurrection'?
416,What is the genre of the movie 'Tusk'?
416,"Can you recommend a movie similar to 'Tusk' in the Comedy,Drama,Horror genre?"
416,What other movies did Kevin Smith direct besides 'Tusk'?
417,What is the genre of the movie 'The Headhunter's Calling'?
417,Can you recommend a movie similar to 'The Headhunter's Calling' in the Drama genre?
417,In which other movies did Willem Dafoe star besides 'The Headhunter's Calling'?
418,What is the genre of the movie 'Atonement'?
418,"Can you recommend a movie similar to 'Atonement' in the Drama,Mystery,Romance genre?"
418,What other movies did Joe Wright direct besides 'Atonement'?
419,What is the genre of the movie 'Harry Potter and the Deathly Hallows: Part 1'?
419,"Can you recommend a movie similar to 'Harry Potter and the Deathly Hallows: Part 1' in the Adventure,Family,Fantasy genre?"
419,What other movies did David Yates direct besides 'Harry Potter and the Deathly Hallows: Part 1'?
420,What is the genre of the movie 'Shame'?
420,Can you recommend a movie similar to 'Shame' in the Drama genre?
420,What other movies did Steve McQueen direct besides 'Shame'?
421,What is the genre of the movie 'Hanna'?
421,"Can you recommend a movie similar to 'Hanna' in the Action,Drama,Thriller genre?"
421,What other movies did Joe Wright direct besides 'Hanna'?
422,What is the genre of the movie 'The Babysitters'?
422,Can you recommend a movie similar to 'The Babysitters' in the Drama genre?
422,What other movies did David Ross direct besides 'The Babysitters'?
423,What is the genre of the movie 'Pride and Prejudice and Zombies'?
423,"Can you recommend a movie similar to 'Pride and Prejudice and Zombies' in the Action,Horror,Romance genre?"
423,In which other movies did Jack Huston star besides 'Pride and Prejudice and Zombies'?
424,What is the genre of the movie '300: Rise of an Empire'?
424,"Can you recommend a movie similar to '300: Rise of an Empire' in the Action,Drama,Fantasy genre?"
424,What other movies did Noam Murro direct besides '300: Rise of an Empire'?
425,What is the genre of the movie 'London Has Fallen'?
425,"Can you recommend a movie similar to 'London Has Fallen' in the Action,Crime,Drama genre?"
425,In which other movies did Morgan Freeman star besides 'London Has Fallen'?
426,What is the genre of the movie 'The Curious Case of Benjamin Button'?
426,"Can you recommend a movie similar to 'The Curious Case of Benjamin Button' in the Drama,Fantasy,Romance genre?"
426,What other movies did David Fincher direct besides 'The Curious Case of Benjamin Button'?
427,What is the genre of the movie 'Sin City: A Dame to Kill For'?
427,"Can you recommend a movie similar to 'Sin City: A Dame to Kill For' in the Action,Crime,Thriller genre?"
427,In which other movies did Josh Brolin star besides 'Sin City: A Dame to Kill For'?
428,What is the genre of the movie 'The Bourne Ultimatum'?
428,"Can you recommend a movie similar to 'The Bourne Ultimatum' in the Action,Mystery,Thriller genre?"
428,What other movies did Paul Greengrass direct besides 'The Bourne Ultimatum'?
429,What is the genre of the movie 'Srpski film'?
429,"Can you recommend a movie similar to 'Srpski film' in the Horror,Mystery,Thriller genre?"
429,What other movies did Srdjan Spasojevic direct besides 'Srpski film'?
430,What is the genre of the movie 'The Purge: Election Year'?
430,"Can you recommend a movie similar to 'The Purge: Election Year' in the Action,Horror,Sci-Fi genre?"
430,In which other movies did Frank Grillo star besides 'The Purge: Election Year'?
431,What is the genre of the movie '3 Idiots'?
431,"Can you recommend a movie similar to '3 Idiots' in the Comedy,Drama genre?"
431,What other movies did Rajkumar Hirani direct besides '3 Idiots'?
432,What is the genre of the movie 'Zoolander 2'?
432,Can you recommend a movie similar to 'Zoolander 2' in the Comedy genre?
432,What other movies did Ben Stiller direct besides 'Zoolander 2'?
433,What is the genre of the movie 'World War Z'?
433,"Can you recommend a movie similar to 'World War Z' in the Action,Adventure,Horror genre?"
433,In which other movies did Daniella Kertesz star besides 'World War Z'?
434,What is the genre of the movie 'Mission: Impossible - Ghost Protocol'?
434,"Can you recommend a movie similar to 'Mission: Impossible - Ghost Protocol' in the Action,Adventure,Thriller genre?"
434,What other movies did Brad Bird direct besides 'Mission: Impossible - Ghost Protocol'?
